id,target,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
74784,0,Male,Loyal Customer,46,Business travel,Business,3627,2,5,5,5,5,3,4,2,2,2,2,2,2,2,55,40.0
74801,0,Male,Loyal Customer,30,Business travel,Eco Plus,1007,2,2,2,2,2,2,2,2,1,2,4,4,3,2,81,76.0
74863,0,Male,Loyal Customer,29,Business travel,Eco,2115,2,3,3,3,2,2,2,2,4,3,2,1,3,2,20,16.0
74949,0,Female,Loyal Customer,27,Business travel,Eco,1367,2,4,4,4,2,2,2,2,4,1,4,2,3,2,1,6.0
74953,0,Male,Loyal Customer,47,Business travel,Business,257,2,4,2,4,4,3,3,2,2,2,2,3,2,4,0,0.0
75037,0,Male,Loyal Customer,37,Business travel,Business,1900,2,5,5,5,3,4,4,2,2,2,2,3,2,4,91,83.0
75173,0,Female,Loyal Customer,64,Business travel,Eco,235,2,5,5,5,3,3,4,2,2,2,2,1,2,2,0,0.0
75174,0,Male,Loyal Customer,64,Business travel,Eco,1819,2,3,5,3,2,2,2,2,2,2,3,4,3,2,0,0.0
75361,1,Female,Loyal Customer,60,Business travel,Business,1646,3,3,3,3,5,5,4,2,2,2,2,3,2,5,43,23.0
75436,0,Male,Loyal Customer,57,Business travel,Eco,2328,2,1,1,1,2,2,2,2,2,3,3,4,3,2,5,22.0
75450,0,Male,Loyal Customer,56,Business travel,Eco,1840,2,4,4,4,2,2,2,2,4,4,4,4,3,2,0,0.0
75464,0,Male,Loyal Customer,19,Business travel,Business,2876,2,4,4,4,2,2,2,2,1,4,3,4,3,2,83,83.0
75474,0,Male,Loyal Customer,46,Business travel,Business,1383,2,5,5,5,3,4,4,2,2,2,2,4,2,2,0,0.0
75509,0,Female,Loyal Customer,55,Business travel,Eco,1045,2,5,5,5,1,3,4,2,2,2,2,3,2,2,48,79.0
75595,0,Male,Loyal Customer,52,Business travel,Business,3596,2,4,4,4,2,4,4,2,2,2,2,4,2,2,0,11.0
75624,0,Male,Loyal Customer,54,Business travel,Eco,2428,2,2,2,2,2,2,2,2,1,3,3,4,3,2,0,0.0
75700,0,Female,Loyal Customer,26,Business travel,Business,4257,2,4,4,4,2,2,2,2,3,1,3,1,4,2,3,0.0
75717,1,Female,Loyal Customer,52,Business travel,Eco,998,2,5,5,5,1,5,2,2,2,2,2,5,2,4,0,0.0
75750,0,Male,Loyal Customer,31,Business travel,Business,2585,2,2,2,2,2,2,2,2,3,3,3,2,3,2,20,14.0
75774,0,Male,Loyal Customer,52,Business travel,Eco,1808,2,4,4,4,2,2,2,2,3,5,3,4,3,2,0,0.0
75898,0,Male,Loyal Customer,28,Business travel,Business,2347,2,4,4,4,2,2,2,2,1,1,4,1,3,2,23,16.0
75903,1,Male,Loyal Customer,30,Business travel,Business,4631,5,5,5,5,2,2,2,2,4,3,3,2,4,2,0,0.0
75912,1,Male,Loyal Customer,41,Business travel,Business,1971,5,5,5,5,2,4,4,2,2,2,2,3,2,4,0,0.0
75917,0,Female,Loyal Customer,10,Business travel,Business,4546,2,2,2,2,2,2,2,2,4,5,4,4,4,2,34,25.0
75989,0,Female,Loyal Customer,30,Business travel,Business,4104,2,4,4,4,2,2,2,2,3,3,3,4,3,2,2,3.0
75993,1,Female,Loyal Customer,50,Business travel,Business,2946,4,4,4,4,4,4,4,2,2,2,2,5,2,5,0,0.0
76036,0,Female,Loyal Customer,51,Business travel,Business,881,2,3,3,3,1,4,3,2,2,2,2,3,2,1,0,0.0
76180,0,Male,Loyal Customer,46,Business travel,Eco,1341,2,1,1,1,2,2,2,2,2,1,3,2,4,2,0,7.0
76290,0,Female,Loyal Customer,36,Business travel,Business,2704,2,2,4,2,2,3,4,2,2,2,2,2,2,2,2,0.0
76292,1,Male,Loyal Customer,32,Business travel,Business,1660,1,1,1,1,2,2,2,2,2,2,2,2,4,2,0,2.0
76338,0,Female,Loyal Customer,44,Business travel,Eco,620,2,5,3,5,1,4,3,2,2,2,2,4,2,3,0,2.0
76351,0,Male,Loyal Customer,44,Business travel,Eco,1925,2,3,3,3,2,2,2,2,3,1,4,1,3,2,0,0.0
76397,0,Male,Loyal Customer,65,Business travel,Business,606,2,4,4,4,1,4,3,2,2,2,2,1,2,3,26,13.0
76463,0,Female,Loyal Customer,44,Business travel,Business,2571,2,2,2,2,1,4,4,2,2,2,2,1,2,4,0,4.0
76473,1,Male,Loyal Customer,41,Business travel,Business,4024,2,2,2,2,2,2,2,5,3,5,4,2,3,2,193,193.0
76584,0,Female,Loyal Customer,41,Business travel,Eco,2735,2,2,2,2,2,2,2,2,1,2,4,4,4,2,44,45.0
76652,1,Male,Loyal Customer,33,Business travel,Business,2182,1,1,1,1,2,2,2,2,5,5,4,4,2,2,0,5.0
76692,0,Female,Loyal Customer,52,Business travel,Business,519,2,3,3,3,4,3,4,2,2,2,2,3,2,3,22,15.0
76835,0,Male,Loyal Customer,22,Business travel,Business,2954,2,1,1,1,2,2,2,2,4,3,4,2,3,2,34,32.0
76843,0,Male,Loyal Customer,39,Business travel,Business,3526,2,3,3,3,5,4,3,2,2,2,2,1,2,2,10,1.0
76855,0,Female,Loyal Customer,69,Business travel,Business,464,2,2,2,2,2,4,4,2,2,2,2,3,2,2,13,6.0
76877,0,Male,Loyal Customer,38,Business travel,Eco,1327,2,1,5,5,2,2,2,2,3,1,3,3,3,2,14,26.0
76960,1,Female,Loyal Customer,59,Business travel,Business,415,3,3,3,3,2,5,5,2,2,2,2,3,2,4,56,33.0
77010,1,Male,Loyal Customer,45,Business travel,Business,3963,4,2,4,4,4,4,4,2,2,2,2,3,2,4,11,6.0
77014,1,Female,Loyal Customer,41,Business travel,Business,3889,2,2,2,2,3,4,4,2,2,2,2,3,2,5,0,0.0
77022,0,Female,Loyal Customer,35,Business travel,Eco,3071,2,2,2,2,2,2,2,2,3,5,4,2,4,2,0,0.0
77043,0,Male,Loyal Customer,35,Business travel,Eco,1136,2,4,4,4,2,2,2,2,4,2,4,4,3,2,0,0.0
77045,0,Male,Loyal Customer,35,Business travel,Eco,1834,2,5,4,5,2,2,2,2,3,3,4,2,3,2,0,13.0
77049,0,Female,Loyal Customer,59,Business travel,Business,1658,2,2,4,2,5,4,3,2,2,2,2,3,2,4,0,3.0
77227,0,Male,Loyal Customer,25,Business travel,Business,5188,2,4,4,4,2,2,2,2,4,5,3,4,3,2,0,0.0
77429,0,Female,Loyal Customer,17,Business travel,Business,1061,2,5,5,5,2,2,2,2,2,3,4,1,4,2,0,0.0
77434,0,Female,Loyal Customer,9,Business travel,Eco,1831,2,2,2,2,2,2,2,2,1,4,3,2,3,2,0,0.0
77438,1,Female,Loyal Customer,46,Business travel,Business,2754,5,3,5,5,2,2,2,3,4,4,1,2,3,2,3,0.0
77630,1,Female,Loyal Customer,47,Business travel,Business,442,5,1,5,5,4,4,5,2,2,2,2,3,2,5,66,51.0
77689,0,Female,Loyal Customer,32,Business travel,Business,2754,3,2,2,2,1,2,3,1,4,4,4,4,4,1,0,0.0
77713,0,Male,Loyal Customer,25,Business travel,Eco,1962,2,3,3,3,2,2,3,2,3,4,4,2,4,2,0,24.0
77845,0,Male,Loyal Customer,33,Business travel,Business,1008,3,5,5,5,2,2,3,2,2,5,4,1,3,2,0,0.0
77878,1,Female,Loyal Customer,49,Business travel,Business,3200,5,1,5,5,5,4,5,3,3,2,3,5,3,3,0,0.0
77893,1,Female,Loyal Customer,27,Business travel,Business,3775,3,3,2,3,3,2,3,3,1,4,3,2,5,3,0,0.0
77896,0,Female,Loyal Customer,60,Business travel,Eco,2582,2,5,5,5,1,2,2,3,3,2,3,1,3,3,0,0.0
77898,0,Male,Loyal Customer,60,Business travel,Eco,1242,2,3,3,3,3,2,3,3,2,5,2,1,2,3,49,55.0
77927,1,Female,Loyal Customer,46,Business travel,Business,1890,5,5,1,5,4,5,5,3,3,2,3,4,3,4,112,108.0
77933,0,Male,Loyal Customer,43,Business travel,Eco,1453,2,5,1,5,3,2,3,3,1,4,2,2,3,3,0,0.0
77972,0,Female,Loyal Customer,65,Business travel,Eco,615,2,2,2,2,3,3,4,3,3,2,3,2,3,4,18,57.0
78099,0,Male,Loyal Customer,31,Business travel,Business,4205,3,5,5,5,3,2,3,3,4,4,3,2,3,3,18,37.0
78104,0,Female,Loyal Customer,43,Business travel,Eco Plus,305,2,3,3,3,2,3,4,3,3,2,3,2,3,4,0,0.0
78123,0,Male,Loyal Customer,53,Business travel,Business,510,3,4,4,4,5,3,4,3,3,2,3,2,3,3,0,0.0
78142,0,Male,Loyal Customer,49,Business travel,Business,3132,3,1,1,1,5,3,3,3,3,2,3,1,3,2,0,1.0
78179,0,Male,Loyal Customer,80,Business travel,Business,3931,3,1,1,1,4,4,4,3,3,2,3,2,3,2,1,2.0
78260,0,Male,Loyal Customer,50,Business travel,Eco,1194,2,3,5,5,3,2,3,3,4,1,4,4,3,3,14,10.0
78288,0,Female,Loyal Customer,39,Business travel,Business,2620,3,4,4,4,5,3,4,3,3,2,3,3,3,2,0,0.0
78300,0,Female,Loyal Customer,36,Business travel,Business,725,3,2,2,2,5,3,3,3,3,2,3,1,3,1,0,7.0
78437,0,Male,Loyal Customer,41,Business travel,Business,2755,4,2,4,2,3,4,4,2,2,2,4,4,2,2,0,0.0
78485,0,Female,Loyal Customer,26,Business travel,Eco,1946,2,2,3,2,2,2,4,2,3,3,4,1,3,2,12,14.0
78500,0,Female,Loyal Customer,68,Business travel,Business,2965,4,3,3,3,3,3,3,2,2,2,4,3,2,2,0,6.0
78503,0,Male,Loyal Customer,24,Business travel,Eco,4321,2,5,1,1,2,4,2,4,2,3,3,2,4,2,0,19.0
78593,0,Male,Loyal Customer,65,Business travel,Business,244,1,2,3,3,3,3,2,3,3,3,1,1,3,2,0,11.0
78626,0,Female,Loyal Customer,25,Business travel,Eco Plus,2264,3,5,5,5,3,3,1,3,4,2,3,3,4,3,30,18.0
78633,0,Female,Loyal Customer,44,Business travel,Business,226,1,3,3,3,5,2,2,3,3,3,1,4,3,3,13,12.0
78649,0,Male,Loyal Customer,79,Business travel,Business,1713,1,5,4,5,3,1,3,3,4,4,4,3,4,3,330,348.0
78687,0,Female,Loyal Customer,65,Business travel,Business,133,1,1,1,1,2,3,3,3,3,3,1,2,3,3,0,0.0
78726,0,Female,Loyal Customer,22,Business travel,Eco,2038,3,3,3,3,3,3,1,3,3,5,3,3,3,3,0,6.0
78800,1,Female,Loyal Customer,40,Business travel,Eco,3386,2,1,1,1,2,3,2,2,3,5,4,5,3,2,0,0.0
78853,1,Male,Loyal Customer,47,Business travel,Eco,1155,3,2,4,2,2,3,2,2,2,5,3,5,3,2,0,0.0
78939,1,Female,Loyal Customer,52,Business travel,Eco,362,3,1,1,1,2,3,2,2,2,3,2,4,2,1,0,22.0
78949,0,Female,Loyal Customer,52,Business travel,Business,1647,2,5,5,5,5,3,3,2,2,3,2,2,2,1,0,0.0
79036,0,Female,Loyal Customer,15,Business travel,Business,2672,2,1,1,1,2,3,2,2,1,4,4,1,4,2,53,45.0
79044,0,Male,Loyal Customer,38,Business travel,Eco Plus,2023,2,4,4,4,2,3,2,2,1,5,3,4,4,2,0,0.0
79067,0,Female,Loyal Customer,23,Business travel,Business,3144,2,3,3,3,2,3,2,2,1,3,4,1,4,2,0,0.0
79103,0,Male,Loyal Customer,9,Business travel,Eco Plus,3504,2,3,3,3,2,3,2,2,2,5,2,3,3,2,108,99.0
79134,0,Male,Loyal Customer,56,Business travel,Eco,2042,3,2,3,3,2,3,2,2,4,4,3,1,4,2,0,0.0
79194,1,Female,Loyal Customer,51,Business travel,Business,811,3,3,3,3,4,4,4,2,2,3,2,3,2,3,14,15.0
79202,0,Female,Loyal Customer,40,Business travel,Business,3117,2,2,2,2,2,4,3,2,2,3,2,4,2,3,106,125.0
79205,0,Male,Loyal Customer,45,Business travel,Eco Plus,3326,3,4,4,4,2,3,2,2,1,1,4,2,3,2,3,5.0
79296,0,Male,Loyal Customer,53,Business travel,Business,234,2,5,5,5,3,4,4,2,2,3,2,4,2,3,24,23.0
79355,0,Male,Loyal Customer,41,Business travel,Business,3712,2,4,4,4,1,4,4,3,3,3,2,4,3,4,0,0.0
79410,0,Female,Loyal Customer,56,Business travel,Business,1832,2,3,4,3,2,4,3,3,3,3,2,2,3,2,0,0.0
79440,0,Male,Loyal Customer,31,Business travel,Business,1726,2,5,5,5,3,3,2,3,4,5,4,2,3,3,0,6.0
79466,0,Female,Loyal Customer,38,Business travel,Business,2419,2,2,2,2,5,4,3,3,3,3,2,3,3,1,23,25.0
79492,0,Female,Loyal Customer,36,Business travel,Business,2222,2,2,1,2,2,3,4,3,3,3,2,2,3,4,0,0.0
79495,0,Female,Loyal Customer,21,Business travel,Eco Plus,1638,3,4,5,4,3,3,2,3,4,5,4,1,3,3,2,19.0
79499,0,Female,Loyal Customer,60,Business travel,Business,2461,2,4,3,4,2,3,3,3,3,3,2,2,3,4,0,0.0
79559,0,Male,Loyal Customer,64,Business travel,Business,220,2,2,2,2,5,3,3,4,4,3,2,4,4,4,0,33.0
79609,1,Female,Loyal Customer,45,Business travel,Business,1940,4,4,4,4,4,4,4,3,3,3,3,3,3,5,0,0.0
79615,1,Female,Loyal Customer,56,Business travel,Business,1877,3,3,3,3,2,4,5,3,3,3,3,3,3,4,28,3.0
79643,1,Male,Loyal Customer,47,Business travel,Business,1525,3,3,3,3,2,5,5,3,3,3,3,4,3,5,6,0.0
79645,1,Male,Loyal Customer,31,Business travel,Business,2360,3,3,3,3,3,3,3,3,4,4,5,4,4,3,6,0.0
79689,1,Male,Loyal Customer,19,Business travel,Business,5576,1,1,4,1,3,3,3,3,3,2,5,4,5,3,23,5.0
79719,1,Female,Loyal Customer,17,Business travel,Business,5580,4,4,4,4,3,3,3,3,4,2,5,5,4,3,20,9.0
79729,1,Male,Loyal Customer,54,Business travel,Business,1035,1,1,1,1,3,5,4,3,3,3,3,4,3,4,0,0.0
79785,1,Female,Loyal Customer,51,Business travel,Business,891,3,3,3,3,4,4,5,3,3,3,3,3,3,3,11,17.0
79838,0,Male,Loyal Customer,46,Business travel,Eco,1429,3,5,5,5,3,3,3,3,1,3,1,4,1,3,10,21.0
79840,1,Male,Loyal Customer,25,Business travel,Business,3106,5,5,5,5,3,3,3,3,5,5,5,3,4,3,0,0.0
79856,0,Male,Loyal Customer,45,Business travel,Eco,6117,3,1,1,1,3,3,3,1,2,1,2,3,1,3,4,19.0
79924,1,Male,Loyal Customer,52,Business travel,Business,3975,5,5,5,5,4,3,4,3,3,3,3,2,3,4,0,0.0
80003,0,Female,Loyal Customer,46,Business travel,Business,510,3,2,2,2,2,1,2,3,3,3,3,3,3,2,5,0.0
80043,1,Male,Loyal Customer,38,Business travel,Eco,1234,3,5,5,5,3,3,3,3,5,5,2,5,1,3,0,0.0
80214,0,Female,Loyal Customer,58,Business travel,Eco,915,3,2,2,2,1,2,2,3,3,3,3,4,3,4,5,0.0
80226,1,Male,Loyal Customer,40,Business travel,Business,1634,4,4,4,4,5,5,5,3,3,3,3,5,3,5,15,21.0
80247,1,Male,Loyal Customer,33,Business travel,Business,2775,4,4,4,4,3,3,3,3,3,5,2,3,2,3,14,13.0
80285,0,Female,Loyal Customer,59,Business travel,Business,3342,3,4,4,4,3,2,2,3,3,3,3,3,3,3,19,9.0
80294,0,Male,Loyal Customer,55,Business travel,Eco,2196,3,3,3,3,3,3,3,3,3,5,2,3,3,3,0,11.0
80403,1,Female,Loyal Customer,45,Business travel,Business,2724,4,4,4,4,4,2,1,3,3,3,3,1,3,3,0,0.0
80495,1,Female,Loyal Customer,50,Business travel,Eco,605,3,5,5,5,2,1,5,3,3,3,3,3,3,3,0,0.0
80572,1,Female,Loyal Customer,55,Business travel,Business,772,2,2,2,2,2,4,4,3,3,3,3,5,3,4,0,6.0
80677,0,Female,Loyal Customer,39,Business travel,Business,630,3,4,4,4,1,3,3,3,3,3,3,4,3,2,35,6.0
80702,1,Male,Loyal Customer,31,Business travel,Business,4462,5,5,5,5,3,3,3,3,2,1,3,2,4,3,20,19.0
80715,1,Female,Loyal Customer,26,Business travel,Business,1615,5,5,5,5,3,3,3,3,4,5,4,5,5,3,0,0.0
80743,0,Male,Loyal Customer,42,Business travel,Eco,1546,3,4,4,4,3,3,3,3,1,4,2,1,2,3,0,0.0
80778,1,Female,Loyal Customer,51,Business travel,Business,563,2,2,4,2,4,4,5,3,3,3,3,3,3,3,0,0.0
80780,0,Female,Loyal Customer,37,Business travel,Business,1693,3,1,1,1,5,3,3,3,3,3,3,4,3,2,3,8.0
80795,0,Female,Loyal Customer,54,Business travel,Business,554,3,2,2,2,1,3,2,3,3,3,3,4,3,4,4,0.0
80831,1,Female,Loyal Customer,37,Business travel,Business,498,5,5,5,5,1,3,5,3,3,3,3,5,3,2,32,19.0
80982,0,Female,Loyal Customer,45,Business travel,Business,1935,3,5,5,5,5,3,2,3,3,3,3,1,3,2,9,14.0
81070,0,Male,Loyal Customer,79,Business travel,Eco Plus,1298,3,3,3,3,3,3,3,3,1,4,4,2,3,3,0,0.0
81105,0,Male,Loyal Customer,47,Business travel,Business,2660,3,3,5,3,3,3,2,3,3,3,3,2,3,2,0,0.0
81186,0,Male,Loyal Customer,66,Business travel,Eco,1635,3,2,2,2,3,3,3,3,3,1,3,1,4,3,0,0.0
81213,0,Female,Loyal Customer,26,Business travel,Business,4272,3,4,4,4,3,3,3,4,2,4,3,3,4,3,117,104.0
81221,0,Male,Loyal Customer,63,Business travel,Eco Plus,2421,3,3,3,3,3,3,3,3,3,5,3,1,3,3,42,47.0
81268,0,Male,Loyal Customer,61,Business travel,Eco,1151,3,4,4,4,3,3,3,3,3,3,4,2,3,3,0,0.0
81367,1,Male,Loyal Customer,36,Business travel,Business,1869,4,4,4,4,4,3,5,3,3,3,3,5,3,4,20,5.0
81392,1,Female,Loyal Customer,35,Business travel,Business,3320,5,5,5,5,3,3,3,4,5,3,2,3,5,3,137,120.0
81394,0,Male,Loyal Customer,23,Business travel,Business,2895,3,5,5,5,3,3,3,3,1,5,2,1,3,3,0,2.0
81496,0,Male,Loyal Customer,58,Business travel,Eco,2523,3,1,1,1,3,3,3,3,4,4,3,3,4,3,10,15.0
81566,0,Female,Loyal Customer,25,Business travel,Business,2588,3,5,5,5,3,3,3,3,1,1,3,1,2,3,0,15.0
81670,0,Male,Loyal Customer,58,Business travel,Business,1981,3,2,2,2,4,4,3,3,3,3,3,4,3,1,28,34.0
81719,0,Male,Loyal Customer,66,Business travel,Business,3130,3,1,3,1,3,3,4,3,3,3,3,3,3,2,42,33.0
81741,0,Male,Loyal Customer,54,Business travel,Eco Plus,2775,3,4,4,4,3,3,3,3,3,5,4,1,4,3,0,0.0
81750,0,Female,Loyal Customer,54,Business travel,Eco,681,3,5,3,5,5,4,3,3,3,3,3,2,3,2,0,0.0
81757,0,Male,Loyal Customer,54,Business travel,Eco,1289,3,4,4,4,3,3,3,3,1,2,4,3,4,3,0,0.0
81841,1,Female,Loyal Customer,28,Business travel,Business,3317,1,1,5,1,3,3,3,3,5,4,5,5,4,3,1,1.0
81909,1,Female,Loyal Customer,53,Business travel,Business,2270,2,2,2,2,2,4,1,3,3,3,3,1,3,2,0,2.0
81929,0,Female,Loyal Customer,52,Business travel,Eco,602,3,3,3,3,1,2,3,3,3,3,3,2,3,3,0,62.0
81959,0,Male,Loyal Customer,12,Business travel,Business,2906,3,3,3,3,3,3,3,3,4,4,3,3,3,3,134,146.0
81964,0,Male,Loyal Customer,64,Business travel,Business,3751,3,2,2,2,3,4,3,3,3,3,3,1,3,1,0,0.0
82030,0,Female,Loyal Customer,52,Business travel,Eco,583,3,1,1,1,3,3,4,3,3,3,3,1,3,3,0,0.0
82064,1,Male,Loyal Customer,22,Business travel,Business,2435,1,1,1,1,3,3,3,3,3,5,5,5,5,3,0,4.0
82079,0,Female,Loyal Customer,37,Business travel,Business,2617,3,1,1,1,3,3,3,4,3,4,3,3,3,3,0,1.0
82113,1,Male,Loyal Customer,27,Business travel,Business,2265,4,3,4,4,3,3,3,3,4,3,5,5,5,3,0,0.0
82120,1,Female,Loyal Customer,47,Business travel,Business,1940,3,3,4,3,4,5,5,3,3,3,3,5,3,4,1,4.0
82153,0,Male,Loyal Customer,50,Business travel,Eco,1270,3,2,2,2,3,3,3,3,3,3,4,1,3,3,0,0.0
82169,0,Female,Loyal Customer,29,Business travel,Business,2427,3,5,4,4,3,3,3,3,3,3,4,4,4,3,6,12.0
82190,1,Male,Loyal Customer,21,Business travel,Business,1876,3,3,3,3,3,3,3,3,3,4,5,5,5,3,0,0.0
82191,0,Male,Loyal Customer,44,Business travel,Business,2952,3,2,4,2,2,3,2,3,3,3,3,1,3,4,20,3.0
82345,0,Female,Loyal Customer,29,Business travel,Business,2400,3,2,2,2,3,3,3,3,1,5,4,3,3,3,0,0.0
82412,0,Male,Loyal Customer,47,Business travel,Eco,1952,3,3,3,3,3,3,3,3,4,1,4,2,4,3,0,0.0
82454,0,Male,Loyal Customer,24,Business travel,Business,3430,3,4,3,4,3,3,3,4,3,3,4,3,2,3,236,234.0
82467,0,Male,Loyal Customer,28,Business travel,Business,4420,3,2,2,2,3,3,3,2,5,4,4,3,3,3,219,213.0
82488,0,Male,Loyal Customer,46,Business travel,Eco,1631,3,2,2,2,3,3,3,3,2,5,4,4,3,3,0,0.0
82491,0,Male,Loyal Customer,46,Business travel,Eco Plus,1497,3,1,1,1,3,3,3,3,2,2,3,2,4,3,0,0.0
82506,0,Female,Loyal Customer,25,Business travel,Business,5002,3,1,1,1,3,3,3,1,1,4,4,3,1,3,152,134.0
82515,1,Female,Loyal Customer,48,Business travel,Business,748,1,1,2,1,4,4,5,3,3,3,3,3,3,4,2,14.0
82588,0,Male,Loyal Customer,45,Business travel,Eco Plus,2336,3,2,2,2,3,3,3,3,1,5,4,4,4,3,1,0.0
82590,0,Male,Loyal Customer,45,Business travel,Eco,1608,3,1,1,1,3,3,3,3,1,1,3,4,3,3,0,0.0
82603,0,Male,Loyal Customer,47,Business travel,Business,5403,3,4,4,4,3,3,3,1,4,3,2,3,2,3,182,184.0
82672,0,Male,Loyal Customer,36,Business travel,Business,3905,3,1,1,1,3,2,2,3,3,3,3,1,3,2,75,71.0
82702,1,Male,Loyal Customer,44,Business travel,Eco,2154,3,1,1,1,3,3,3,3,3,3,2,4,2,3,54,40.0
82714,0,Male,Loyal Customer,44,Business travel,Eco,1535,3,2,5,5,3,3,3,3,3,3,3,4,3,3,0,4.0
82737,0,Female,Loyal Customer,40,Business travel,Business,2847,3,2,2,2,5,4,3,3,3,3,3,2,3,4,0,0.0
82834,1,Female,Loyal Customer,60,Business travel,Business,640,4,4,4,4,2,4,5,3,3,3,3,3,3,4,0,0.0
82978,0,Male,Loyal Customer,62,Business travel,Business,2425,3,5,5,5,1,3,3,3,3,3,3,2,3,2,0,0.0
82991,0,Male,Loyal Customer,42,Business travel,Eco,3301,3,4,4,4,3,3,3,3,2,2,3,1,3,3,8,15.0
82996,0,Female,Loyal Customer,42,Business travel,Eco,1121,3,2,2,2,1,3,2,3,3,3,3,3,3,2,0,0.0
83004,0,Male,Loyal Customer,41,Business travel,Eco Plus,1768,3,4,3,4,3,3,3,3,3,2,4,2,3,3,34,29.0
83061,0,Male,Loyal Customer,47,Business travel,Business,527,3,3,3,3,4,3,3,3,3,3,3,2,3,2,0,0.0
83082,0,Male,Loyal Customer,30,Business travel,Business,3645,3,4,4,4,3,3,3,3,3,1,3,2,4,3,0,0.0
83115,0,Female,Loyal Customer,40,Business travel,Eco,2229,3,5,5,5,3,3,3,3,4,3,3,2,3,3,52,54.0
83274,1,Male,Loyal Customer,47,Business travel,Business,2112,5,5,5,5,4,4,5,3,3,3,3,4,3,4,0,0.0
83306,0,Female,Loyal Customer,40,Business travel,Business,1950,3,2,2,2,2,3,4,3,3,3,3,4,3,1,21,3.0
83343,0,Female,Loyal Customer,38,Business travel,Eco,1190,3,1,1,1,3,3,3,3,3,1,4,3,3,3,0,14.0
83407,0,Female,Loyal Customer,37,Business travel,Eco,1604,3,4,2,4,3,3,3,3,1,2,4,2,4,3,0,0.0
83558,0,Male,Loyal Customer,59,Business travel,Business,399,3,5,5,5,3,3,4,3,3,3,3,4,3,2,0,0.0
83620,0,Female,Loyal Customer,33,Business travel,Eco Plus,3695,3,1,5,1,3,3,3,3,4,1,3,3,2,3,0,0.0
83664,0,Male,Loyal Customer,58,Business travel,Business,323,3,1,4,4,4,3,3,3,3,3,3,2,3,3,4,5.0
83794,0,Male,Loyal Customer,76,Business travel,Business,2757,3,5,5,5,5,3,4,3,3,3,3,2,3,1,15,14.0
83862,0,Male,Loyal Customer,28,Business travel,Eco,1950,3,2,2,2,3,3,3,3,2,2,3,1,4,3,0,0.0
84012,1,Male,Loyal Customer,25,Business travel,Business,4327,2,2,2,2,3,3,3,3,5,5,4,2,5,3,0,0.0
84047,1,Male,Loyal Customer,30,Business travel,Business,3839,3,3,3,3,3,3,3,3,5,3,4,1,3,3,11,22.0
84059,0,Female,Loyal Customer,68,Business travel,Eco,855,3,4,3,4,4,4,4,3,3,3,3,1,3,3,0,0.0
84333,1,Male,Loyal Customer,39,Business travel,Business,1498,1,1,3,1,5,5,5,3,3,3,3,3,3,5,1,0.0
84372,0,Male,Loyal Customer,48,Business travel,Business,1350,3,5,5,5,5,4,4,3,3,3,3,2,3,1,0,0.0
84416,0,Female,Loyal Customer,55,Business travel,Eco,291,3,3,3,3,4,3,4,3,3,3,3,3,3,2,0,0.0
84423,0,Male,Loyal Customer,37,Business travel,Business,1286,3,4,5,4,1,4,4,3,3,3,3,3,3,2,17,0.0
84477,0,Female,Loyal Customer,54,Business travel,Eco Plus,1088,3,5,5,5,1,4,3,3,3,3,3,2,3,1,0,0.0
84538,0,Female,Loyal Customer,54,Business travel,Eco,406,3,2,2,2,4,3,4,3,3,3,3,2,3,4,0,0.0
84566,1,Female,Loyal Customer,36,Business travel,Business,2680,1,1,1,1,3,1,4,3,3,3,3,1,3,4,1,0.0
84594,0,Male,Loyal Customer,52,Business travel,Eco,2221,3,1,2,2,3,3,3,3,3,5,4,4,3,3,14,11.0
84599,0,Female,Loyal Customer,52,Business travel,Eco,537,3,3,4,3,4,3,4,3,3,3,3,4,3,1,0,0.0
84637,1,Female,Loyal Customer,46,Business travel,Business,3562,2,2,2,2,2,5,5,3,3,3,3,4,3,4,72,78.0
84665,1,Male,Loyal Customer,52,Business travel,Eco,1837,3,5,5,5,3,3,3,3,3,2,1,3,5,3,0,0.0
84671,0,Female,Loyal Customer,52,Business travel,Eco,692,3,2,2,2,3,4,3,3,3,3,3,4,3,3,17,17.0
84794,0,Male,Loyal Customer,50,Business travel,Eco,2066,3,5,5,5,3,3,3,3,1,4,4,4,4,3,11,2.0
84815,0,Male,Loyal Customer,22,Business travel,Business,1781,3,4,4,4,3,3,3,3,4,3,4,4,3,3,0,0.0
84829,0,Female,Loyal Customer,37,Business travel,Business,3277,3,5,3,3,3,4,4,3,3,3,3,4,3,2,1,0.0
84845,1,Female,Loyal Customer,34,Business travel,Business,872,1,1,1,1,3,1,4,3,3,3,3,3,3,1,0,0.0
84901,0,Female,Loyal Customer,8,Business travel,Business,4203,3,2,2,2,3,3,3,3,3,1,3,2,3,3,5,0.0
84909,0,Female,Loyal Customer,36,Business travel,Business,852,3,5,5,5,2,3,3,3,3,3,3,3,3,3,0,0.0
84991,0,Male,Loyal Customer,72,Business travel,Business,2132,3,4,4,4,5,3,4,3,3,3,3,3,3,1,3,5.0
